ts,prn,S4c,ROTI,VTEC,station
2026-02-10T17:20:21Z,R01,0.008658008658008656,,,CHMA
2026-02-10T17:20:21Z,R02,0.0,,,CHMA
2026-02-10T17:20:21Z,R12,0.0214993539954628,,,CHMA
2026-02-10T17:20:21Z,R17,0.0,,,CHMA
2026-02-10T17:20:21Z,R23,0.008928571428571428,,,CHMA
2026-02-10T17:20:21Z,R24,0.00946705458712293,,,CHMA
2026-02-10T17:20:21Z,E07,0.00949414628985728,,,CHMA
2026-02-10T17:20:21Z,E08,0.013014177372673203,,,CHMA
2026-02-10T17:20:21Z,E13,0.0,,,CHMA
2026-02-10T17:20:21Z,E26,0.00946705458712293,,,CHMA
2026-02-10T17:20:21Z,E29,0.009110488459156739,,,CHMA
2026-02-10T17:20:21Z,J195,0.0,,,CHMA
2026-02-10T17:20:21Z,J199,0.0,,,CHMA
2026-02-10T17:20:21Z,C01,0.011423506740604132,,,CHMA
2026-02-10T17:20:21Z,C02,0.0,,,CHMA
2026-02-10T17:20:21Z,C03,0.0,,,CHMA
2026-02-10T17:20:21Z,C05,0.0,,,CHMA
2026-02-10T17:20:21Z,C06,0.0,,,CHMA
2026-02-10T17:20:21Z,C08,0.010011854379010851,,,CHMA
2026-02-10T17:20:21Z,C09,0.005195350349869694,,,CHMA
2026-02-10T17:20:21Z,C10,0.0053222209322840944,,,CHMA
2026-02-10T17:20:21Z,C11,0.006109979633401222,,,CHMA
2026-02-10T17:20:21Z,C12,0.0053222209322840944,,,CHMA
2026-02-10T17:20:21Z,C13,0.00683371298405467,,,CHMA
2026-02-10T17:20:21Z,C14,0.0,,,CHMA
2026-02-10T17:20:21Z,C16,0.0,,,CHMA
2026-02-10T17:20:21Z,C21,0.010128952091046065,,,CHMA
2026-02-10T17:20:21Z,C24,0.02878288156895967,,,CHMA
2026-02-10T17:20:21Z,C26,0.010116061136767858,,,CHMA
2026-02-10T17:20:21Z,C33,0.005062600399001944,,,CHMA
2026-02-10T17:20:21Z,C34,0.0,,,CHMA
2026-02-10T17:20:21Z,C38,0.0,,,CHMA
2026-02-10T17:20:21Z,C39,0.0,,,CHMA
2026-02-10T17:20:21Z,C42,0.009487734358086624,,,CHMA
2026-02-10T17:20:21Z,C43,0.007309548033308955,,,CHMA
2026-02-10T17:20:22Z,G10,0.01623254916276974,,,CHMA
2026-02-10T17:20:22Z,G15,0.007125890736342042,,,CHMA
2026-02-10T17:20:22Z,G18,0.0082087715998525,,,CHMA
2026-02-10T17:20:22Z,G23,0.0,,,CHMA
2026-02-10T17:20:22Z,G24,0.0,,,CHMA
2026-02-10T17:20:22Z,G29,0.011820807948165375,,,CHMA
2026-02-10T17:20:22Z,G32,0.00683371298405467,,,CHMA
2026-02-10T17:20:22Z,R01,0.0077371922302739435,,,CHMA
2026-02-10T17:20:22Z,R02,0.004535794946452314,,,CHMA
2026-02-10T17:20:22Z,R12,0.02300086969797494,,,CHMA
2026-02-10T17:20:22Z,R17,0.0,,,CHMA
2026-02-10T17:20:22Z,R23,0.008928571428571428,,,CHMA
2026-02-10T17:20:22Z,R24,0.009523809523809525,,,CHMA
2026-02-10T17:20:22Z,E07,0.00965070259075286,,,CHMA
2026-02-10T17:20:22Z,E08,0.013385189851274197,,,CHMA
2026-02-10T17:20:22Z,E13,0.0,,,CHMA
2026-02-10T17:20:22Z,E26,0.00946705458712293,,,CHMA
2026-02-10T17:20:22Z,E29,0.009473080451012372,,,CHMA
2026-02-10T17:20:22Z,J195,0.0,,,CHMA
2026-02-10T17:20:22Z,J199,0.0,,,CHMA
2026-02-10T17:20:22Z,C01,0.011494252873563218,,,CHMA
2026-02-10T17:20:22Z,C02,0.0,,,CHMA
2026-02-10T17:20:22Z,C03,0.0,,,CHMA
2026-02-10T17:20:22Z,C05,0.0,,,CHMA
2026-02-10T17:20:22Z,C06,0.0,,,CHMA
2026-02-10T17:20:22Z,C08,0.009259259259259259,,,CHMA
2026-02-10T17:20:22Z,C09,0.005195350349869694,,,CHMA
2026-02-10T17:20:22Z,C10,0.0053222209322840944,,,CHMA
2026-02-10T17:20:22Z,C11,0.004443322062732593,,,CHMA
2026-02-10T17:20:22Z,C12,0.0053222209322840944,,,CHMA
2026-02-10T17:20:22Z,C13,0.008143019872910889,,,CHMA
2026-02-10T17:20:22Z,C14,0.0,,,CHMA
2026-02-10T17:20:22Z,C16,0.0,,,CHMA
2026-02-10T17:20:22Z,C21,0.010128952091046065,,,CHMA
2026-02-10T17:20:22Z,C24,0.026898146505202,,,CHMA
2026-02-10T17:20:22Z,C26,0.010517521515071066,,,CHMA
2026-02-10T17:20:22Z,C33,0.005062600399001944,,,CHMA
2026-02-10T17:20:22Z,C34,0.0,,,CHMA
2026-02-10T17:20:22Z,C38,0.0,,,CHMA
2026-02-10T17:20:22Z,C39,0.0,,,CHMA
2026-02-10T17:20:22Z,C42,0.008974356515900919,,,CHMA
2026-02-10T17:20:22Z,C43,0.007309548033308955,,,CHMA
2026-02-10T17:20:23Z,G10,0.015655190211333735,,,CHMA
2026-02-10T17:20:23Z,G15,0.007125890736342042,,,CHMA
2026-02-10T17:20:23Z,G18,0.0086955895539959,,,CHMA
2026-02-10T17:20:23Z,G23,0.0,,,CHMA
2026-02-10T17:20:23Z,G24,0.0,,,CHMA
2026-02-10T17:20:23Z,G29,0.011820807948165375,,,CHMA
2026-02-10T17:20:23Z,G32,0.00683371298405467,,,CHMA
2026-02-10T17:20:23Z,R01,0.006507592190889371,,,CHMA
